Month,crime_count,Ethnic_Asian_Bangladeshi,Ethnic_Asian_Chinese,Ethnic_Asian_Indian,Ethnic_Asian_Other,Ethnic_Asian_Pakistani,Ethnic_Black_African,Ethnic_Black_Caribbean,Ethnic_Black_Other,ethnic_does_not_apply,Ethnic_Mixed_Other,Ethnic_Mixed_White_Asian,Ethnic_Mixed_White_Black_African,Ethnic_Mixed_White_Black_Caribbean,Ethnic_Other,Ethnic_Arab,Ethnic_White_British,Ethnic_White_Gypsy_Traveller,Ethnic_White_Irish,Ethnic_White_Other,Ethnic_White_Roma,economy_does_not_apply,Economy_Employed,Economy_Not_Employed,employment_does_not_apply,Employment_Never_Worked,Employment_Not_Worked_12M,Employment_Worked_12M,education_does_not_apply,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4+,Education_No_Qualifications,Education_Other_Qualifications,Migrant_Student_UK,Migrant_Same_Address,Migrant_NA,Migrant_Outside_UK,Migrant_Within_UK
2021-06-01,148,118,344,537,542,147,460,119,126,0,626,618,312,327,488,87,75897,265,664,5968,118,16333,44695,26734,61028,4865,18661,3207,16333,6993,9636,11736,25007,11824,6233,194,78690,794,629,7455
2021-06-01,229,181,304,273,673,28,202,99,47,0,486,624,223,387,360,89,142011,147,710,3923,56,23439,66726,60662,90166,7653,47044,5965,23439,12653,19009,21722,43114,19207,11684,362,133747,1192,742,14785
2021-06-01,267,199,365,612,971,223,446,134,78,0,590,868,258,363,546,96,113814,278,749,5069,83,21914,61734,42098,83646,6746,30453,4899,21914,9076,15052,18474,40207,13605,7416,323,112021,1085,718,11597
2021-06-01,245,366,786,1442,1035,390,1206,496,249,0,1207,1427,489,1122,1099,258,127245,145,1855,9059,283,29006,76524,44628,105530,8239,30349,6040,29006,11407,17400,20392,46724,16756,8473,467,133114,1560,967,14050
2021-06-01,486,109,271,282,360,112,148,108,36,0,317,455,160,552,231,54,136036,123,476,2414,51,20878,55577,65841,76455,13034,46446,6359,20878,13930,18400,20068,26133,30632,12255,200,127824,1047,515,12708
2021-06-01,714,129,766,1210,1053,528,617,173,104,0,851,1092,547,707,908,368,323838,324,1063,7819,118,54075,156120,132020,210195,24923,93961,13136,54075,28930,40565,49602,87851,52477,28715,621,309075,2622,1174,28723
2021-06-01,293,208,351,1084,1271,8638,713,487,176,0,465,867,201,1190,1129,190,97019,102,524,9192,214,23511,59318,41190,82829,9952,26136,5100,23511,10759,14594,17079,28826,20231,9019,191,111408,1339,742,10337
2021-06-01,378,466,550,906,1452,170,883,259,166,0,823,812,508,659,1239,445,83465,77,960,7704,136,17110,43831,40745,60941,8074,28177,4494,17110,9379,12393,14436,25210,15567,7589,360,89697,888,794,9947
2021-06-01,334,372,865,2634,1018,367,949,179,172,0,697,1076,469,575,789,199,120242,198,633,4913,97,26111,69516,40816,95627,7291,28404,5121,26111,11209,16397,21007,36540,15155,10026,251,121898,1382,607,12303
2021-06-01,115,78,86,133,117,21,50,27,10,0,120,134,45,69,128,20,51891,49,203,1526,30,8099,27335,19300,35435,3177,13746,2377,8099,4645,6651,7854,15183,8086,4216,99,49710,403,226,4297
2021-06-01,287,630,1415,3539,2549,919,1135,388,207,0,1781,2372,681,854,1901,884,102867,149,2326,13981,177,29980,66980,41796,96960,8294,28046,5454,29980,7048,12442,14811,56677,11753,6043,436,121875,1525,1705,13211
2021-06-01,874,8123,2691,11870,11615,3674,36463,16990,7059,0,7581,3818,2994,5165,37523,2535,103140,374,5969,61280,1121,72802,143864,113318,216666,43133,54454,15731,72802,24151,29005,34476,93371,57813,18366,673,297540,3721,3009,25041
2021-06-01,428,703,785,4712,1548,1930,1941,1438,553,0,1521,1306,588,1481,2675,330,101994,142,1657,9516,160,25048,65796,44136,90844,10161,28075,5900,25048,11388,16115,17575,35632,20734,8485,251,121777,1511,647,10795
2021-06-01,172,528,1293,3189,2749,1474,970,353,246,0,1132,1416,401,601,1552,721,56136,81,1190,6766,139,16331,39909,24698,56240,5334,16058,3307,16331,5106,8177,10110,28642,8246,4326,291,72489,867,774,6517
2021-06-01,373,44,320,921,354,149,347,405,119,0,353,518,198,979,370,62,104400,38,532,2739,60,19379,54966,38560,74346,8086,26266,4208,19379,10440,14022,17036,24203,18530,9296,153,103179,983,286,8304
2021-06-01,353,513,2020,1588,1980,274,893,137,107,0,1016,1305,484,503,1051,802,108095,100,875,8783,181,19378,59700,51631,79078,11499,28990,11142,19378,9098,12730,27915,38612,15078,7898,5648,101262,1163,2568,20068
2021-06-01,319,143,562,834,454,121,403,181,86,0,449,704,231,343,395,107,106212,109,484,2636,58,18875,55631,40007,74506,6414,29407,4186,18875,9376,13952,18423,31910,13246,8728,221,103551,898,496,9347
2021-06-01,315,72,245,387,443,85,455,223,136,0,394,382,220,416,676,47,88028,593,434,9058,167,17630,47108,37724,64738,8610,25383,3731,17630,10947,13346,13842,16152,21889,8656,120,92077,970,438,8857
2021-06-01,445,109,374,395,449,128,174,62,56,0,369,506,240,331,443,92,144356,123,630,6049,74,27384,73820,53758,101205,10855,36776,6127,27384,12648,19486,22746,37209,23373,12116,222,141881,1423,481,10955
2021-06-01,187,16,151,139,284,35,117,82,43,0,230,303,135,257,316,27,82401,103,314,1988,63,13957,39990,33057,53947,6257,23030,3770,13957,7648,11425,12861,21023,13427,6663,204,78416,724,346,7314
2021-06-01,171,75,242,383,299,174,189,66,76,0,290,396,173,299,284,97,75793,49,548,1887,55,12127,35716,33531,47843,5637,24676,3218,12127,6406,9605,12055,23868,11117,6196,141,72522,581,728,7404
2021-06-01,645,379,1146,1027,1429,944,1852,109,253,0,590,872,547,384,2202,926,177131,115,710,5277,256,34403,87519,74230,121921,21360,45185,7685,34403,16022,22280,27436,45246,34975,15787,425,177265,1883,906,15672
2021-06-01,220,106,472,1755,748,1451,1026,1263,386,0,777,859,351,2143,823,186,100367,28,887,3581,55,20806,56187,40270,76993,8251,27654,4365,20806,9337,13327,17661,30727,17002,8404,267,106723,1137,365,8769
2021-06-01,572,802,497,4481,1603,1160,2149,1912,765,0,882,869,569,2694,1238,332,103317,224,800,7824,296,25477,65621,41318,91098,9939,25402,5977,25477,12336,16332,19965,29295,19473,9538,764,117446,1404,672,12130
2021-06-01,290,92,312,337,405,23,439,405,140,0,359,342,190,319,401,49,75763,42,310,1992,29,14741,38484,28727,53225,5618,19818,3291,14741,8504,10664,13322,16648,11695,6378,93,73403,823,339,7295
2021-06-01,432,690,352,8136,1978,843,5235,847,870,0,715,791,535,787,3103,127,73030,320,699,7493,351,22346,49761,34794,72106,9138,21241,4415,22346,10086,12846,13962,22572,17186,7902,166,97035,1269,534,7896
2021-06-01,604,64,246,786,719,121,857,105,142,0,423,374,424,354,699,75,88663,135,352,5097,114,17029,41141,41581,58168,9229,27678,4673,17029,10744,12935,13209,15091,21926,8814,99,89483,922,619,8625
2021-06-01,835,2395,7125,10128,14842,3538,44185,8724,7693,0,5362,3491,3302,5142,10670,1462,119665,385,4230,35844,882,59321,142934,86813,202255,29664,42785,14364,59321,18349,23747,30154,104926,38319,14253,985,251011,3772,3986,29314
2021-06-01,296,476,2315,2873,3045,921,1531,357,262,0,1288,1773,615,710,1962,731,111076,467,1292,11718,235,24295,69774,49582,94068,10383,29752,9447,24295,8646,13528,23554,52620,13540,7467,2914,116855,1243,2783,19855
2021-06-01,331,199,580,484,496,209,373,82,58,0,345,438,179,371,277,314,109548,111,554,2729,45,19424,51818,46152,71242,8534,30948,6669,19424,7421,14302,18370,33807,15937,8131,1675,103294,983,717,10723
2021-06-01,777,6554,3459,8832,5579,2461,29478,17903,7264,0,6312,3691,2735,4749,20079,2342,87927,248,5582,43087,865,49678,134310,75158,183988,31596,30710,12852,49678,12782,17449,24171,109724,35043,10299,1153,216060,3391,4063,34476
2021-06-01,568,58,418,375,460,125,293,84,134,0,458,461,342,530,523,241,120301,91,685,2831,68,24530,58706,45242,83236,12298,27938,5006,24530,12338,17403,19057,24876,21865,8409,150,117889,1261,500,8678
2021-06-01,184,21,145,190,243,65,122,56,66,0,205,283,104,149,212,67,86678,111,353,1607,15,13706,43405,33580,57110,5367,24561,3652,13706,6806,10321,13201,28170,11686,6797,213,80885,655,417,8520
2021-06-01,495,1277,4253,4100,7666,2010,13243,6626,2584,0,4242,3142,1777,3157,7866,5534,70105,93,4812,39184,1485,28530,98093,56534,126623,18650,27259,10625,28530,7892,11387,20165,89043,18332,7807,2233,144727,1883,4981,29333
2021-06-01,170,68,233,4250,468,279,411,201,87,0,457,762,182,602,691,81,85474,193,554,2608,22,17197,48771,31657,65968,5371,22563,3723,17197,7232,11248,13900,30387,10937,6724,241,86565,871,491,9460
2021-06-01,740,4819,3848,5838,6413,2162,24855,16339,5272,0,6742,3915,2574,5325,23030,2525,84298,235,5701,58343,2004,48238,134381,81619,182619,30349,36838,14433,48238,14732,18392,25260,104270,39921,13425,877,225526,3031,3920,30884
2021-06-01,475,740,817,1613,1188,1197,4156,909,762,0,787,623,587,1051,1385,301,67993,182,743,8103,193,20226,45981,27121,66207,6865,16528,3728,20226,9802,11618,12132,17864,15364,6322,119,83476,1190,664,7878
2021-06-01,335,70,757,913,982,225,688,211,137,0,709,997,337,530,698,170,147479,83,976,6601,105,27362,79685,55620,107047,9728,39177,6715,27362,11298,18794,21872,54047,18605,10689,410,142407,1296,1204,17350
2021-06-01,404,1820,2784,74744,28540,10264,10584,6514,2053,0,3402,3140,1104,2187,12597,6239,53567,179,5608,34458,1421,51582,125037,84584,176619,30623,42238,11723,51582,17150,21857,26422,94317,36454,13420,822,231463,3034,3666,22218
2021-06-01,145,161,519,1318,1380,217,514,225,104,0,605,919,299,408,663,120,86414,246,769,4445,78,19080,50445,29883,69525,4692,21284,3907,19080,7066,11310,14320,33217,8742,5672,238,88143,929,678,9421
2021-06-01,455,278,217,335,473,297,327,57,61,0,173,240,115,143,284,270,87761,37,170,1081,19,17652,37749,36937,55401,12083,21189,3665,17652,7076,10963,13776,18526,17286,7059,181,83133,918,271,7834
2021-06-01,397,343,366,595,1107,125,782,304,176,0,753,724,404,758,1037,330,77418,128,780,4701,164,16291,40899,33805,57190,7994,22118,3692,16291,8387,11256,12768,21357,15039,5897,123,81213,900,563,8196
2021-06-01,508,178,424,905,527,73,463,155,132,0,438,557,372,352,399,108,115732,69,485,2792,49,21343,56368,46497,77711,9229,32588,4680,21343,11643,15718,18281,27262,20492,9469,158,112860,1129,395,9666
2021-06-01,510,4774,2011,11292,4390,5683,14138,4832,2597,0,2644,2344,1535,3224,4465,809,174232,259,2894,19496,433,52322,124781,84949,177103,22008,52153,10788,52322,23453,31228,34125,61921,41947,17056,414,236791,3096,1469,20281
2021-06-01,495,55,339,843,842,139,340,150,77,0,538,689,280,473,795,224,170419,431,727,9510,161,29901,88511,68622,118414,11749,49096,7778,29901,14982,22184,26573,51420,28315,13659,388,167356,1516,1128,16646
2021-06-01,248,381,1059,6660,2433,787,3713,890,578,0,1342,1240,508,948,3780,363,68032,167,2155,12509,282,21635,52766,33426,74401,8169,20540,4717,21635,7921,11396,12741,34134,13778,6221,399,96587,1192,783,8866
2021-06-01,286,7,221,140,249,77,119,70,34,0,299,377,163,346,189,30,86183,20,639,1760,12,15273,44614,31046,59887,5532,21928,3586,15273,7063,10412,13751,26922,11307,6208,212,82590,783,287,7061
2021-06-01,792,4050,3184,57341,23120,14243,15844,5752,2359,0,4110,4201,1897,3151,14806,4462,113377,479,5585,27255,691,64031,142805,99073,206836,34418,49255,15400,64031,23872,28514,35836,90664,43906,19086,1777,268925,3811,4324,27072
2021-06-01,260,85,386,2018,437,221,423,187,82,0,456,681,215,638,539,93,103225,80,554,3273,48,19722,55886,38032,75608,7162,26740,4130,19722,10026,13584,16900,27630,17207,8571,220,103369,1023,297,8733
2021-06-01,288,263,634,1417,1259,401,895,256,161,0,1000,1160,399,571,709,209,129348,233,1163,6598,100,26115,72167,48496,98284,7638,35024,5834,26115,11412,18801,21877,44615,15075,8884,386,130226,1322,1021,13823
2021-06-01,819,2699,2664,60827,22202,17454,14895,3573,2342,0,4518,4128,2142,2726,15467,5461,81933,296,3894,39980,980,59500,138800,89881,198300,32974,42007,14900,59500,21674,23390,28046,95076,42630,17866,696,251493,3532,5231,27232
2021-06-01,395,417,687,1779,1601,1261,1766,483,397,0,1191,1220,636,1010,1101,167,154089,272,1255,11372,128,32571,91391,56870,123962,10222,39649,6999,32571,15790,21608,26020,49593,23194,12056,376,160514,1752,1264,16926
2021-06-01,277,455,137,363,621,10825,160,40,24,0,211,573,119,188,370,167,65471,86,365,2018,44,16602,35627,30005,52229,9135,17728,3142,16602,6845,9321,11527,16514,14951,6474,108,74961,893,287,5986
2021-06-01,524,2015,749,2366,2105,376,2483,1508,891,0,1422,820,1151,3016,2627,357,104208,356,587,11943,663,27809,67026,44806,94836,11344,27855,5607,27809,13437,16100,18241,29295,24251,10508,275,124491,1529,1078,12269
2021-06-01,171,40,108,94,166,22,68,17,19,0,173,191,78,156,102,58,66339,54,381,780,33,11731,29202,27945,40933,5225,20010,2710,11731,4828,8455,9930,18445,10270,5219,166,62787,573,145,5210
2021-06-01,503,153,250,316,846,98,296,128,54,0,432,584,207,497,291,88,131697,67,830,3550,75,20873,57910,61677,78783,9935,45548,6193,20873,13355,17501,21444,32783,22064,12439,234,125058,991,677,13499
2021-06-01,621,5972,5125,4051,5389,995,18091,7368,3284,0,6053,3750,2257,4171,12339,2991,86092,108,7062,40534,958,32963,114970,68658,147933,24162,32049,12445,32963,10273,13146,22337,103975,25257,8638,2244,171898,2456,5860,34129
2021-06-01,399,1488,3839,3209,7207,1282,6944,3237,1098,0,3465,3047,1288,1725,7766,6384,46883,84,2825,40553,1049,20286,69440,53649,89726,18619,27076,7954,20286,5446,8803,15439,73226,13971,6204,1704,116001,1270,5649,18751
2021-06-01,425,103,400,1238,979,166,518,143,182,0,617,526,429,450,860,152,136966,417,655,9386,139,25433,69223,59669,94656,11276,42402,5991,25433,15595,19503,21172,30036,30136,12450,203,138317,1364,1132,13309
2021-06-01,1385,1279,1234,1259,2451,1292,4292,232,541,0,1249,1172,1144,948,3488,1443,223962,451,455,19835,286,53137,117789,96088,170926,30354,53599,12135,53137,24163,30143,37418,46511,54010,21635,2152,234760,3088,2012,25002
2021-06-01,370,932,4127,7731,12768,4380,3105,1081,555,0,2802,3540,1090,1564,5979,3580,90288,61,2633,21404,445,32599,84148,51316,116747,13764,29152,8399,32599,8744,13319,19766,69582,16128,7927,1492,145077,1802,2831,16861
2021-06-01,1856,1065,1526,22739,4077,54795,4180,4324,1444,0,2140,3980,1035,6433,4591,1915,305579,168,2335,10573,314,86941,190084,156191,277025,47081,91330,17780,86941,33776,46112,60187,103532,71832,30835,1552,391644,4759,2787,32473
2021-06-01,591,32,630,936,726,186,964,130,170,0,688,577,653,740,563,289,142698,24,855,3545,112,30220,69492,54807,99712,18502,30193,6112,30220,13203,17898,21411,29578,32600,9609,119,141962,1793,608,10037
2021-06-01,978,2502,4986,6054,5641,3868,37359,28991,9795,0,8735,4541,4006,8348,15397,2649,119395,146,6828,46872,1537,48710,182819,86125,231529,29047,40140,16938,48710,16252,21025,31935,151312,35185,13235,2284,257601,3147,5753,48866
2021-06-01,409,355,1597,1629,961,613,1019,125,71,0,616,823,341,424,825,477,125552,309,802,6310,90,23291,62401,57239,85695,13485,35074,8680,23291,10307,14998,27060,38664,18885,9727,3417,120294,1235,1882,16105
2021-06-01,3847,5876,8117,21087,12018,31405,32211,7889,5276,0,5656,7410,4294,10028,12905,5980,595737,878,6892,36684,1610,153483,374064,284407,527546,77744,160051,46612,153483,60190,79192,120782,228358,119597,50349,12684,689265,8816,9592,91596
2021-06-01,1697,7055,2481,126421,11347,12673,21536,4466,2764,0,3439,3659,1776,5025,11870,3402,122395,457,1789,25177,839,77557,154934,136080,232491,54644,58698,22738,77557,31152,33954,46860,77900,77692,23456,5526,316173,4203,7030,35640
2021-06-01,231,249,376,482,694,98,436,182,104,0,730,795,405,531,540,186,88830,100,811,4293,67,16683,44507,38715,61190,6547,28094,4074,16683,8498,11840,13794,28978,13372,6740,175,89710,798,465,8756
2021-06-01,784,1826,6296,5046,11398,2361,37834,31883,10756,0,7394,4359,3774,8726,12480,1671,111726,116,5055,36819,1033,58142,155712,86699,213854,28635,42205,15859,58142,17738,23426,31537,120814,35447,13448,1313,261095,3842,3428,30875
2021-06-01,197,163,315,1477,310,231,201,316,84,0,415,608,169,795,385,50,97952,29,663,2231,42,17840,50472,38124,68315,7063,27044,4017,17840,8930,12487,15241,29789,15110,7039,200,96068,963,323,8883
2021-06-01,478,322,788,788,1147,302,1094,236,136,0,568,657,373,470,948,320,85891,145,652,8818,159,16746,46718,40349,63464,10247,21934,8168,16746,8461,11149,22253,22943,15135,7126,3697,82373,1035,1282,15426
2021-06-01,2566,1917,8841,6251,7085,3673,12709,1493,2762,0,4934,3662,4157,4127,7722,8312,375785,501,6826,24162,1169,83060,205750,197278,288810,66625,97059,33594,83060,34955,46141,80909,124150,90049,26824,10464,407929,5014,7214,55467
2021-06-01,677,20630,901,12096,8555,41143,11774,8216,2745,0,2437,2429,1268,3486,5677,2106,71532,238,4570,24650,808,52563,98721,73977,151285,29340,33473,11164,52563,19650,21943,24832,51546,39478,15249,446,199322,3133,3756,18604
2021-06-01,647,649,655,2145,4196,568,2567,643,396,0,1108,1316,611,978,1836,249,144114,1009,994,11474,273,33646,86409,55727,120055,11591,37416,6720,33646,15510,21706,24906,42531,24786,12695,354,154597,1930,1188,17716
2021-06-01,192,143,127,224,211,36,119,76,41,0,232,328,107,230,192,16,62268,176,439,1202,44,10780,31256,24172,42036,4213,17374,2585,10780,6744,8920,9798,14080,10674,5212,95,59564,559,209,5780
2021-06-01,166,59,295,300,276,121,162,68,32,0,237,470,160,252,228,48,74197,195,391,1982,14,12366,35800,31320,48166,4974,23241,3106,12366,5781,9379,10781,26021,9778,5380,244,71392,549,403,6898
2021-06-01,12,9673,12644,14857,12060,65875,47858,10472,7563,0,6898,6149,5992,9987,13250,15028,268572,597,9442,34138,883,113980,234283,203675,348263,81350,83518,38807,113980,34988,45164,79621,164763,86110,27312,12519,447364,6581,12659,72814
2021-06-01,441,338,337,839,470,250,755,263,156,0,330,345,219,650,632,186,96475,89,387,7579,182,20312,51367,38803,71679,9767,24919,4116,20312,10542,13216,15853,19902,21910,8747,134,99885,1103,616,8744
2021-06-01,1397,1962,1273,7693,3431,2125,11266,2552,1905,0,1882,2158,1394,2425,3508,452,218953,749,1866,13710,469,57016,132606,90151,189622,23375,55102,11674,57016,26898,35426,40009,57001,43158,20265,739,249090,3274,1711,24959
2021-06-01,119,22,115,306,143,13,103,67,22,0,138,239,76,206,125,35,48064,25,269,1767,17,8806,25465,17481,34271,2915,12596,1970,8806,4293,6303,7908,13349,7034,4059,89,46603,435,208,4417
2021-06-01,219,86,402,317,457,36,230,90,49,0,436,643,237,350,361,44,106608,240,756,4660,87,20038,55671,40380,75709,6735,28994,4649,20038,9097,14339,16704,32616,15504,7791,367,103717,994,762,10249
2021-06-01,200,46,156,308,269,92,59,13,19,0,164,129,86,131,210,17,54916,56,113,2029,26,11162,25635,22042,36797,6142,13769,2131,11162,4556,6911,7453,11911,12831,4015,51,54365,607,243,3573
2021-06-01,450,2470,3615,9607,14660,9667,12218,7632,3037,0,4278,3756,1722,3009,7976,1923,88673,194,4337,35600,813,42415,112065,60707,154480,18123,32938,9646,42415,12368,16510,21786,86412,24609,11086,683,187420,2740,2960,21384
2021-06-01,137,24,182,168,173,15,63,22,16,0,264,319,122,194,190,33,77699,142,326,2854,47,14647,40282,27923,54929,4596,20131,3196,14647,6968,10548,12262,20928,11614,5884,168,73913,752,350,7668
2021-06-01,187,36,176,204,372,33,274,166,113,0,418,365,200,480,357,44,96581,93,442,2320,27,16394,50024,36281,66418,5504,26964,3813,16394,9148,12784,15667,25917,15185,7604,208,91729,866,548,9348
2021-06-01,208,599,588,2489,1550,279,871,309,157,0,1041,1597,555,634,964,209,130971,175,1456,7972,150,29250,76572,46744,105822,7567,33351,5826,29250,11498,18511,22257,47689,14457,8904,401,135506,1508,1110,14043
2021-06-01,925,595,669,2804,2032,8990,3339,162,315,0,671,1110,650,570,2016,1452,114421,160,434,3212,320,29986,56434,57504,86420,21446,29159,6900,29986,11221,15270,19976,30127,27282,10063,755,126756,1621,2244,12548
2021-06-01,1013,3189,2913,15348,7032,7163,21502,2975,3374,0,3204,2973,2551,2997,4376,1349,178568,156,2382,24430,578,62229,143378,81453,205607,19853,48631,12969,62229,24422,32011,35371,80545,35577,16905,704,251495,3256,3164,28441
2021-06-01,214,243,459,868,820,247,450,170,86,0,672,878,227,417,575,229,74983,99,948,4963,53,15047,42341,29998,57388,4975,21471,3552,15047,6236,9857,11182,31214,8901,4949,290,78505,730,558,7304
2021-06-01,196,52,277,317,445,94,132,62,36,0,295,376,183,261,236,88,87566,36,451,2034,19,14718,42830,35409,57548,5849,25961,3599,14718,6463,10589,12172,30809,12315,5891,226,84351,735,397,7248
2021-06-01,451,508,387,527,607,224,274,148,100,0,344,493,211,535,316,105,135111,170,437,1760,33,25107,59189,57993,84296,14872,37295,5826,25107,10667,17359,20433,30280,27722,10721,361,130003,1266,470,10189
2021-06-01,414,176,435,577,843,72,399,162,142,0,609,801,327,478,556,87,163847,480,833,4843,115,27041,78702,70042,105743,10275,52818,6949,27041,15276,22002,26369,46380,23951,14766,287,158810,1293,736,14658
2021-06-01,261,107,300,496,343,165,431,225,148,0,396,535,218,695,411,123,111939,342,569,5413,103,20988,57114,44854,78102,9543,30511,4800,20988,10577,14913,18403,29579,19448,9048,234,109646,1201,484,11390
2021-06-01,1135,7248,5382,7304,5441,8753,8555,340,1026,0,2027,2600,1378,915,4981,4175,223567,332,1895,13177,1031,51675,125078,123372,176753,40205,60262,22905,51675,19729,25891,52768,86063,46232,17767,9539,240278,2973,4737,42598
2021-06-01,369,273,639,1707,1076,947,931,227,131,0,409,672,248,659,660,197,110947,71,365,3079,61,20116,56682,46501,76798,10301,30493,5707,20116,9991,14052,20200,28938,20689,9313,1214,109233,1116,562,11174
2021-06-01,921,55677,6213,38642,16439,31216,40874,13586,6842,0,5525,3324,3317,4253,13641,3534,51819,353,2039,51394,2342,74863,163445,112728,238307,54952,38773,19003,74863,24931,28082,35783,111130,57151,19097,1070,300631,4790,7621,36924
2021-06-01,527,2858,711,2023,1799,4803,2687,553,497,0,1095,1188,640,1528,1738,999,128245,168,685,6969,406,32169,72789,54634,104958,15124,33236,6275,32169,11741,18188,19978,39544,27690,10282,345,144997,1839,1061,11350
2021-06-01,193,87,191,324,443,90,179,80,66,0,324,417,136,297,257,82,92944,58,387,2196,54,16418,45163,37030,61581,5881,26760,4390,16418,9099,12743,14604,23458,14596,7694,191,87346,789,545,9740
2021-06-01,282,20,216,327,279,110,170,107,47,0,236,372,141,421,167,23,97657,45,306,1344,15,16727,46563,38711,63290,7371,27658,3682,16727,9101,12364,15328,23507,17066,7908,128,93191,910,233,7539
2021-06-01,677,318,438,543,802,336,644,98,104,0,432,502,306,377,671,366,145362,65,320,5156,127,29444,68849,58673,98293,15494,37093,6086,29444,15531,20513,20885,27537,30907,12150,186,141536,1534,674,13036
2021-06-01,248,581,709,3811,1319,536,1458,1331,446,0,1129,1455,509,1820,1195,291,108298,39,1684,6518,81,25467,67161,40582,92628,7282,28235,5065,25467,9987,14358,16645,44740,14652,7359,357,119595,1411,603,11243
2021-06-01,184,85,286,370,327,92,239,104,73,0,327,450,218,373,307,92,111304,57,510,2830,28,20059,56892,41123,76951,7597,29352,4174,20059,9741,14570,19662,29278,15887,8877,280,105242,984,539,11029
2021-06-01,522,1840,451,1126,1192,1013,663,85,70,0,458,717,289,356,1148,224,150554,168,556,8548,226,30213,76223,63244,106436,15245,41614,6384,30213,16292,21104,23954,33361,30466,14290,224,153715,1561,888,13291
2021-06-01,297,23,151,110,267,14,96,59,28,0,249,310,172,247,218,27,98403,86,471,2015,32,13835,41659,47486,55494,6687,36218,4581,13835,10337,13574,14426,23391,18332,9085,158,92794,628,372,9028
2021-06-01,512,433,725,1067,949,148,733,251,155,0,940,1191,497,1007,957,247,195915,187,1210,9948,169,38161,102702,75865,140863,12275,55379,8211,38161,17219,26482,32377,60489,26615,15385,508,194056,1942,1089,19133
2021-06-01,673,1009,1225,1539,1095,528,1020,102,159,0,702,1013,663,501,854,350,193303,54,797,3940,114,37455,97265,74247,134720,19237,47414,7596,37455,16025,24300,28969,56375,29968,15875,288,190192,1978,802,15707
2021-06-01,186,11,89,463,156,125,113,196,55,0,202,268,101,542,169,32,60598,19,475,1367,55,11137,31754,22144,42891,4702,14861,2581,11137,6217,8265,9482,13387,11954,4593,81,59145,599,161,5049
2021-06-01,281,14,234,784,443,68,423,144,75,0,312,576,174,530,416,65,96430,129,454,3373,63,18540,51961,34204,70501,6679,23293,4232,18540,8570,12133,16173,25818,15813,7658,436,93680,1052,357,9180
2021-06-01,950,302,521,1183,854,514,400,124,74,0,628,1033,440,456,742,268,308015,176,910,3864,62,51721,140777,128069,192498,28891,86935,12244,51721,26051,38873,47690,82653,48173,25406,468,291002,2575,983,25539
2021-06-01,807,839,1627,2570,2303,528,2807,395,376,0,1327,1287,966,939,1639,900,111623,214,885,12485,214,23159,65720,55043,88879,13448,31240,10356,23159,11147,14453,25170,41202,20617,8173,3621,115730,1341,2069,21162
2021-06-01,1429,2223,4263,11515,8532,21684,18740,9339,4136,0,3442,3363,2129,10129,7037,3673,185580,269,2360,24091,1130,59310,128868,135455,188177,43571,61658,30227,59310,23096,29844,66236,75673,51554,17919,13344,254460,3166,6245,46417
2021-06-01,441,121,357,7154,2210,940,1622,492,332,0,419,694,270,1066,1413,169,109807,95,697,6213,127,25609,63114,45474,88723,11311,28898,5264,25609,12912,16263,18440,26577,24568,9827,197,121508,1474,606,10411
2021-06-01,174,315,325,12189,1020,2282,725,394,135,0,408,730,194,541,1515,382,34512,10,360,1692,18,10537,25988,21219,36526,5297,13192,2732,10537,4581,6035,8731,15123,8771,3969,189,51280,493,472,5313
2021-06-01,5,21754,819,1676,2514,32802,6065,876,1268,0,900,1829,1043,2353,2770,521,157914,177,1279,4978,549,55053,98206,88829,153259,32077,46495,10257,55053,20672,26021,30829,46023,46208,17282,277,222759,2980,1496,14576
2021-06-01,546,2025,4479,6005,5863,6619,5060,1629,846,0,2820,3197,1072,1916,4499,1449,86672,62,2351,24975,501,25322,73326,63392,98648,17979,28849,16564,25322,8339,10389,28127,65698,17204,6961,6696,119351,1382,6590,28019
2021-06-01,444,146,221,243,472,77,147,55,42,0,317,400,163,282,326,93,116816,574,701,2250,34,20809,52765,49786,73574,9056,35721,5009,20809,9333,15533,17462,31991,19283,8949,248,111751,1001,508,9851
2021-06-01,307,302,161,242,366,24502,174,51,19,0,277,885,95,231,641,235,63320,97,342,3692,126,20535,39623,35599,60158,11763,19876,3961,20535,8006,9740,12521,19085,18639,7231,130,86759,1105,982,6781
2021-06-01,892,442,990,7169,5228,16972,6225,1419,1107,0,1979,2021,1627,1990,5023,897,128353,551,1177,31562,938,48100,100968,66605,149068,19423,37769,9413,48100,20666,24191,25727,43956,37471,15562,383,190028,2700,2316,20245
2021-06-01,906,537,1430,1403,2188,389,2022,460,304,0,1339,1349,860,1108,1902,677,236802,165,1055,10537,168,46071,121018,97606,167089,22570,61100,13936,46071,21388,30727,47362,60155,37894,21098,3233,228569,2450,1712,28731
2021-06-01,1048,4742,2116,3104,3805,603,5369,950,751,0,1527,1540,1244,1176,2790,1007,161664,118,1066,14105,324,37183,97787,73033,134970,18579,41032,13423,37183,16434,22404,37296,51190,29766,13731,3639,172537,2234,2802,26792
